author	volume	title	institution	venue	address	publisher	year	pages	editor	note	month	class
rivest, r. l., & schapire, r. e.		inference of finite automata using homing sequences.		in proceedings of the 21th acm symp. on theory of computing,			1989.	pp. 411420.				rivest1989
rivest, r.l. and schapire, r.e.		inference of finite automata using homing sequences.		in proceedings of 21th annual acm sympposium on theory of computing.			1989.					rivest1989
r. l. rivest and r. e. schapire.		inference of finite automata using homing sequences.		in proceedings of the 21th acm symposium on theory and computing,			1989.	pages 411420,				rivest1989
r. rivest and r. schapire.		inference of finite automata using homing sequences.		in proceedings of 21th annual acm symposium on theory of computing,			1989.					rivest1989
ronald l. rivest and robert e. schapire.		inference of finite automata using homing sequences.		in proceedings of the twenty first annual acm symposium on theoretical computing,			1989.	pages 411420,				rivest1989
r. rivest and s. schapire.		inference of finite automata using homing sequences.		in proc. 21st stoc,		acm,	1989.	pages 411420.				rivest1989
ronald l. rivest and robert e. schapire.		inference of finite automata using homing sequences.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 411420,		to appear, information and computation.	may,rivest1989	
r. l. rivest and r. e. schapire.		inference of finite automata using homing sequences extended abstract.		in proceedings of the twentyfirst annual acm symposium on theory of computing,	seattle, washington,		1989.	pages 411420,				rivest1989
r. rivest and r. schapire.		inference of finite automata using homing sequences.		proceedings of the 21st annual acm symposium on theory of computing,			1989.	pages 411420,				rivest1989
ronald l. rivest and robert e. schapire.		inference of finite automata using homing sequences.		in proceedings of the twentyfirst annual acm symposium on theory of computing,			1989.	pages 411420,			may,rivest1989	
rivest, ronald l. and robert e. schapire.		inference of finite automata using homing sequences,		proceedings of the twentyfirst annual acm symposium on theory of computing, acm,	seattle, washington,		1989,	pp. 411420.			may,rivest1989	
r. l. rivest and r. e. schapire.		inference of finite automata using homing sequences.	association for computing machinery,	in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 411420.				rivest1989
r. l. rivest and r. e. schapire.		inference of finite automata using homing sequences.		in acm symposium on the theory of computing,			1989.	pages 411420,				rivest1989
ronald l. rivest and robert e. schapire.		inference of finite automata using homing sequences.		in proceedings of the twenty first annual acm symposium on theory of computing,			1989.	pages 411420,			may,rivest1989	
ronald l. rivest and robert e. schapire.		inference of finite automata using homing sequences.		in proc. 21st ann. acm symp. on theoretical computing,			1989.					rivest1989
r. rivest,		the md5 messagedigest algorithm, network working group request for comments rfc 1321,		ietf,			1993,		h. schulzrinne expires 03/01/94 page 56 internetdraft draftietfavtissues01.ps october 20,	apr.,rivest1992		
r. rivest,		the md5 messagedigest algorithm, request for comments informational rfc 1321,	internet engineering task force,				1992.			schulzrinne/casner/frederick/jacobson expires 9/1/95 page 62	apr.,rivest1992	
r. rivest and r. schapire.	103,	inference of finite automata using homing sequences.		information and computation,			1993.	299347.,			rivest1993	
rivest, r. & schapire, r.	299  347.	inference of finite automata using homing sequences		information and computation 1032			1993,					rivest1993
rivest, r. l. & schapire, r. e.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347.,			rivest1993	
rivest, r. l., & schapire, r. e.		inference of finite automata using homing sequences.		information and computation,			1993.	103 , 299347.				rivest1993
rivest, r. l., and schapire, r. e.		inference of finite automata using homing sequences.		information and computation 1032			1993.	299347.,			rivest1993	
rivest, r.l. and r.e. schapire,	1032,	1993 inference of finite automata using homing sequences.		information and computation,				pp. 299347.				rivest1993
r. rivest and r. schapire.	103	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r. rivest and r. schapire.		inference of finite automata using homing sequences.					1993.			information and computation to appear,		rivest1993
ronald. l. rivest and robert. e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r. rivest and r. schapire.	103	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r.e. schapire r. l. rivest.		inference of finite automata using homing sequences. in r.l.		machine learning from theory to applications,		springer,	1993.	pages 5173.	rivest s. j. hanson, w. remmele, editor,			rivest1993
r. rivest and r. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r.l. rivest and r.e. schapire,		inference of finite automata using homing sequences,		in formation and computation 103 #2 1993,				299347.,			rivest1993	
ronald. l. rivest and robert. e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r. l. rivest and r. e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r. l. rivest and r. e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r. rivest and r. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			april	rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			16,rivest1993	
r.l. rivest and r.e. schapire.		inference of finite automata using homing sequences.		information and computation,			1993.					rivest1993
r. l. rivest and r. e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			apr.,rivest1993	
r. rivest and r. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			12	rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			april	rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			april	rivest1993
rivest r.l. and schapire r.e.	1032	inference of finite automata using homing sequences.		information and computation,			1997.	299347,			april	rivest1993
r. l. rivest and r. e. schapire.	103	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			april	rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,		120 bibliography	april	rivest1993
r.e. schapire r. l. rivest.		inference of finite automata using homing sequences. in r.l.		machine learning from theory to applications,		springer,	1993.	pages 5173.	rivest s. j. hanson, w. remmele, editor,			rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			april	rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r. l. rivest and r. e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,				rivest1993
r. l. rivest and r. e. schapire.		inference of finite automata using homing sequences. information and computation,			103299347,		1993.					rivest1993
r. rivest and r. schapire.	1032	inference of finite automata using homing sequences.		information and compuation,			1993.	page 9				rivest1993
ronald l. rivest and robert e. schapire.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347,			april	rivest1993
rivest, r., and schapire, r.		inference of finite automata using homing sequences.		information and computation 103			1993.	299347.,			rivest1993	
rivest, r. l. and schapire, r. e.	1032	inference of finite automata using homing sequences.		information and computation,			1993.	299347.,			rivest1993	
r. rivest and r. schapire.	433	diversitybased inference of finite automata.		journal of the association for computing machinery,			1994.	555589,				rivest1994
